DroneID,Day,Time (in Seconds),X,Y,Z,Activity,Payload Weight (W) in Kgs,Speed (m/s),mAH Consumed,Energy Cost (c X mAH)
D1A,Day 1,53,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,54,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,55,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,56,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,57,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,58,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,59,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,60,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,61,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,62,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,63,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,64,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,65,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,66,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,67,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,68,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,69,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,70,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,71,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,72,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,73,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,74,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,75,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,76,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,77,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,78,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,79,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,80,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,81,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,82,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,83,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,84,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,85,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,86,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,87,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,88,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,89,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,90,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,91,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,92,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,93,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,94,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,95,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,96,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,97,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,98,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,99,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,100,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,101,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,102,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,103,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,104,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,105,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,106,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,107,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,108,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,109,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,110,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,111,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,112,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,113,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,114,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,115,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,116,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,117,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,118,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,119,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,120,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,121,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,122,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,123,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,124,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,125,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,126,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,127,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,128,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,129,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,130,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,131,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,132,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,133,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,134,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,135,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,136,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,137,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,138,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,139,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,140,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,141,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,142,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,143,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,144,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,145,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,146,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,147,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,148,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,149,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,150,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,151,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,152,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,153,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,154,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,155,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,156,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,157,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,158,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,159,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,160,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,161,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,162,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,163,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,164,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,165,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,166,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,167,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,168,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,169,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,170,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,171,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,172,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,173,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,174,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,175,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,176,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,177,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,178,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,179,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,180,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,181,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,182,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,183,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,184,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,185,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,186,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,187,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,188,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,189,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,190,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,191,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,192,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,193,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,194,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,195,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,196,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,197,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,198,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,199,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,200,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,201,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,202,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,203,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,204,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,205,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,206,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,207,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,208,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,209,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,210,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,211,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,212,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,213,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,214,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,215,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,216,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,217,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,218,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,219,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,220,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,221,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,222,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,223,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,224,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,225,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,226,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,227,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,228,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,229,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,230,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,231,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,232,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,233,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,234,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,235,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,236,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,237,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,238,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,239,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,240,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,241,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,242,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,243,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,244,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,245,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,246,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,247,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,248,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,249,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,250,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,251,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,252,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,253,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,254,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,255,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,256,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,257,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,258,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,259,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,260,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,261,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,262,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,263,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,264,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,265,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,266,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,267,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,268,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,269,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,270,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,271,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,272,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,273,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,274,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,275,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,276,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,277,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,278,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,279,0.000000,0.000000,0.000000,R-WH1,0,0.000000,-,-
D1A,Day 1,280,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,281,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,282,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,283,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,284,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,285,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,286,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,287,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,288,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,289,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,290,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,291,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,292,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,293,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,294,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,295,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,296,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,297,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,298,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,299,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,300,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,301,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,302,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,303,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,304,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,305,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,306,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,307,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,308,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,309,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,310,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,311,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,312,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,313,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,314,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,315,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,316,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,317,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,318,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,319,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,320,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
D1A,Day 1,321,0.000000,0.000000,0.000000,PU-WH1,1,0.000000,-,-
